bedrooms,bathrooms,sqft_living_log,sqft_lot,floors,view,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,property_age
2,1.5,7.201170883281678,1210,2.0,0,8,1120,220,1340,1213,7
2,1.5,6.918695219020472,3060,1.0,0,7,1010,0,1160,4080,97
4,2.5,7.353081920515432,4350,2.0,0,7,1560,0,1560,4350,12
4,1.5,7.293697720601438,5100,1.5,0,7,1470,0,1470,5100,69
4,2.0,7.473637108496206,8400,1.0,0,7,1060,700,1280,8415,53
3,3.0,7.7279755421055585,5175,2.0,0,9,2130,140,2850,5661,13
3,2.25,7.390798521735676,1062,3.0,0,8,1620,0,1560,1728,1
2,2.0,7.473637108496206,7200,1.0,0,7,880,880,1760,7200,69
4,2.75,7.7057128238944275,8450,1.0,0,7,1260,960,1580,8450,32
4,1.75,7.83241092718792,8442,1.0,0,7,1640,880,2110,8442,62
4,2.5,7.80016307039296,9727,2.0,0,9,2440,0,2370,11503,28
3,1.75,7.00397413672268,8662,1.0,0,7,1100,0,1100,9240,51
4,2.5,8.061802274538348,10688,2.0,2,9,3170,0,3100,12610,14
3,2.5,8.016647877057803,9053,2.0,0,8,3030,0,3010,6026,6
4,2.5,7.783640596221253,11640,1.0,0,8,1800,600,2440,10823,47
3,2.5,7.72356247227797,10153,2.0,0,10,2260,0,2740,10153,28
4,2.5,7.65491704784832,35091,1.0,0,8,1290,820,2740,36427,30
4,2.25,7.754052639035757,8994,2.0,0,8,2330,0,2330,8396,29
3,3.5,8.368925174747135,10842,2.0,2,10,3140,1170,2280,11106,27
3,2.0,7.421177528595393,7056,1.0,0,7,1670,0,1330,8415,57
4,4.5,8.237743803890933,6000,2.0,4,11,2770,1010,2660,6000,38
5,3.5,8.166500319155052,5400,2.0,0,9,2400,1120,1360,3600,7
4,2.25,7.9865049385539955,5735,1.0,0,9,1470,1470,2230,5659,58
4,2.25,7.630946580890459,10358,1.0,0,8,1320,740,2060,9676,53
4,3.5,8.345455428161928,6481,2.0,3,9,3260,950,3920,5331,1
3,2.0,7.293697720601438,8089,1.0,0,7,1470,0,1530,7721,28
4,2.75,7.501634457883413,8677,1.5,0,7,1810,0,1740,8677,53
3,2.5,7.65491704784832,4118,2.0,0,8,2110,0,2110,4044,26
3,1.0,6.878326468291325,8580,1.0,0,7,970,0,1430,11907,56
3,3.5,8.31164394850298,26000,2.0,0,11,4070,0,3770,26000,24
4,1.5,7.365812837209472,6360,1.5,0,7,1290,290,1690,6360,70
2,2.0,7.300472814267799,804,3.0,0,8,1480,0,1380,1751,7
3,1.75,7.852050207265889,13000,2.0,0,7,2570,0,2570,8521,53
2,2.5,7.2305631534092925,1329,2.0,0,8,1050,330,1360,3750,7
3,2.0,7.754052639035757,8000,1.0,0,7,1390,940,1570,7227,29
4,3.0,7.484930283289661,7260,1.0,0,8,1780,0,1810,7920,51
3,1.75,7.855932199718614,11000,1.0,0,7,1290,1290,2280,17643,64
3,2.5,7.993282328101591,6856,2.0,0,10,2960,0,3320,6856,6
3,2.0,6.957497370876951,18304,1.0,0,7,1050,0,1690,15675,62
3,2.0,7.640603826393634,12094,2.0,0,8,2080,0,2230,12204,33
3,2.5,7.8636512654486515,4750,1.0,0,9,1700,900,2380,4750,64
3,2.75,7.897668150726906,8890,2.0,4,10,2690,0,2940,8890,24
2,1.75,7.596392304064196,4000,1.0,0,7,1090,900,1270,5700,63
3,3.0,8.4252971767117,16339,2.0,2,10,4040,520,2620,11561,14
4,1.5,7.659642954564682,8554,1.0,0,7,1170,950,1790,8554,38
3,1.75,7.796057974316123,8820,1.0,2,8,1630,800,2390,10050,38
4,3.25,8.11102783819368,17533,1.0,2,9,1750,1580,3340,12798,46
4,2.5,7.75833346749091,52272,2.0,0,8,2340,0,2480,40500,37
3,2.0,7.00397413672268,5200,1.0,0,6,1100,0,1050,5330,1
3,1.75,7.544861068658458,9535,1.0,0,7,1210,680,2040,11108,39
3,2.0,7.186144304522325,6500,1.0,0,7,1320,0,1110,6592,68
2,1.0,7.259116128097101,81892,1.0,0,7,1180,240,1490,1863,59
2,1.0,6.580639137284949,8914,1.0,0,6,720,0,1100,8916,66
3,2.75,7.796057974316123,14861,1.0,0,9,1530,900,2230,10300,27
3,2.5,7.695757990554761,6222,2.0,2,8,2198,0,2198,7621,5
4,2.25,7.787796878181171,8400,2.0,0,8,2410,0,1910,8056,50
4,2.25,7.58629630715272,7200,2.0,0,8,1970,0,1790,7500,36
3,1.75,7.664346632098617,6360,1.0,0,7,1720,410,1540,6361,56
4,2.5,7.710205194432532,12753,1.0,0,7,1180,1050,1860,12753,34
5,3.25,8.25608813381491,16249,2.0,2,9,3030,820,2640,7393,13
3,1.0,7.783640596221253,17239,1.0,0,7,1890,510,2390,7350,75
4,1.75,7.640603826393634,8750,1.0,0,8,1330,750,1790,8750,48
2,1.0,6.647688373563329,9497,1.0,0,6,770,0,1550,7532,65
2,1.0,6.746412128573375,8400,1.0,0,6,850,0,1280,8400,74
4,2.25,7.591357046698551,9714,1.0,0,7,1170,810,1610,9272,38
4,2.5,7.85979918056211,5756,2.0,0,8,2590,0,2620,6109,14
4,3.0,8.064950891749143,80837,2.0,0,11,3180,0,3180,38715,30
2,1.0,6.966967138613983,6100,1.0,0,6,1060,0,1550,9150,64
3,1.0,7.353081920515432,4500,1.5,0,7,1560,0,1660,4500,112
2,1.0,6.792344427470809,5423,1.0,0,6,890,0,1690,5993,69
2,1.0,6.566672429803241,4000,1.0,0,6,710,0,960,4000,106
4,2.5,7.749753406274437,11259,2.0,0,9,2320,0,2820,11770,33
5,3.5,8.055475141757274,10542,1.0,0,9,1620,1530,3150,11807,41
3,1.75,7.528869256642251,9629,1.0,0,7,1240,620,1940,9629,54
3,2.5,7.692113339595466,10000,1.0,0,7,1540,650,2880,11782,58
4,2.75,8.052296499538647,24800,1.0,0,8,2080,1060,2850,12900,44
2,1.0,7.048386408721883,15000,1.0,0,6,1060,90,1350,15000,2
3,3.25,7.2305631534092925,1234,3.0,0,8,1380,0,1370,1282,9
3,2.5,7.581209826196346,6997,2.0,0,7,1960,0,2320,5178,9
3,2.5,7.8713112033234065,8403,2.0,0,8,2620,0,2190,7842,24
3,2.5,8.000014093678072,7202,2.0,0,8,2980,0,2430,7280,16
3,2.25,7.8826922062890254,12845,1.0,3,9,1770,880,2650,12902,38
4,2.25,7.664346632098617,7200,2.0,0,7,2130,0,1990,7200,43
3,1.0,7.099201743553092,9730,1.0,0,7,1210,0,1470,9730,62
2,0.75,6.734591659972948,40642,1.0,4,6,840,0,1850,64069,78
3,1.0,7.090909822079984,12500,1.5,0,6,1200,0,1200,7500,79
3,1.75,7.565793282428515,7210,1.0,0,7,1110,820,1870,7877,40
2,1.0,7.346655163176539,15250,1.5,0,7,1550,0,1520,34929,95
3,1.0,7.123672785204607,10800,1.0,0,7,1240,0,1810,10800,56
5,2.0,8.27664912542186,10150,1.5,0,8,3070,860,2200,8190,47
3,1.0,7.32052696227274,10369,1.0,0,7,1010,500,1510,16057,47
3,1.5,7.170888478512505,1435,2.0,0,8,1120,180,1320,1652,8
3,2.5,7.7057128238944275,20531,2.0,0,8,2220,0,2420,19249,17
4,3.5,8.12296471523406,5638,2.0,0,10,2250,1120,3080,7200,14
4,2.25,7.669028288589683,6355,2.0,0,7,2140,0,2480,5746,13
3,2.25,7.501634457883413,6750,1.0,0,7,1280,530,1690,7770,37
1,1.0,6.46302945692067,10280,1.0,0,5,640,0,1090,9000,95
3,2.0,6.918695219020472,21340,1.0,0,8,1010,0,1700,13045,35
5,2.25,7.490529402060711,10300,1.0,0,7,1270,520,1790,10300,54
3,1.5,7.107425474110705,9000,1.0,0,7,1220,0,1220,9472,47
4,3.0,8.18060094759445,10273,1.5,3,9,2630,940,3640,15324,8
4,2.5,7.518064181233078,13493,2.0,0,7,1840,0,1430,11463,21
3,2.25,7.193685818395112,969,3.0,0,7,1330,0,1310,1941,8
5,3.5,8.000014093678072,5100,2.0,0,10,2370,610,1780,5100,0
3,2.0,7.606387389772652,33090,1.5,2,8,2010,0,1840,22620,29
4,2.75,7.346655163176539,4000,1.5,0,9,1550,0,2120,4000,85
4,1.75,7.490529402060711,12000,1.0,0,6,1790,0,1550,9840,71
3,2.25,7.65491704784832,2850,3.0,0,8,2110,0,1340,5001,14
3,2.25,7.27655640271871,1512,2.0,0,7,1300,145,1445,1082,11
4,2.25,7.664346632098617,7172,2.0,0,8,2130,0,1910,7653,51
3,1.75,7.074116816197362,14292,1.0,0,7,1180,0,1480,14400,34
2,1.0,6.566672429803241,1131,2.0,0,7,710,0,1370,1173,72
3,2.5,7.544861068658458,6088,2.0,0,7,1890,0,1700,6600,19
3,1.5,7.1785454837637,8160,1.0,0,7,1310,0,1090,7560,65
3,1.75,7.901377353792616,18893,1.0,0,7,2110,590,2260,17494,32
5,2.75,8.003363058629947,6768,2.0,0,9,2990,0,2870,6768,1
3,2.5,7.659642954564682,2374,2.0,0,8,1770,350,2480,3043,10
3,1.5,7.147559271189454,1443,3.0,0,8,1270,0,1270,1413,8
4,2.5,8.061802274538348,9900,2.0,0,8,3170,0,2540,12400,36
5,5.0,8.503297086224126,14649,2.0,3,11,4160,770,3030,8479,15
3,1.75,7.490529402060711,6980,1.0,0,7,1330,460,1770,8081,35
2,1.0,6.566672429803241,1173,2.0,0,7,710,0,1370,1173,72
3,2.5,7.808323050391055,38794,2.0,0,9,2460,0,2470,51400,16
4,3.0,7.67368812926773,8119,2.0,0,8,2150,0,1590,8119,11
3,1.75,7.390798521735676,5000,1.0,0,7,920,700,1610,5000,61
4,1.75,7.244941546337007,7920,1.0,0,7,1400,0,1910,7700,52
2,1.0,6.966967138613983,3325,1.5,0,6,770,290,1820,4275,83
4,2.5,7.415175109613295,8063,1.0,0,7,1660,0,1060,8437,37
2,1.5,7.518064181233078,3825,1.0,0,8,1040,800,1290,5100,87
4,2.5,7.955425088912672,12429,2.0,0,9,2850,0,2540,12000,7
5,2.75,8.128880142125638,5211,2.0,0,9,3390,0,3210,5211,11
3,1.75,7.484930283289661,5850,1.0,0,7,980,800,1550,5850,71
6,2.75,7.83241092718792,9324,1.0,0,7,1320,1200,1820,11000,53
4,2.5,7.934155233536322,9910,2.0,0,8,2790,0,2590,9910,12
3,1.0,7.131698510466912,23680,1.0,0,7,1250,0,1450,23680,48
4,2.5,7.890208213109961,20894,2.0,0,9,2330,340,2440,15815,13
3,1.75,7.1631723908466425,7210,1.0,0,7,1290,0,1350,7509,31
4,2.5,7.955425088912672,4650,2.0,0,8,2850,0,2850,4650,11
2,2.0,7.365812837209472,5750,1.0,0,6,790,790,1580,5750,105
4,2.5,8.019941687677365,6425,2.0,0,8,3040,0,3040,7800,7
4,2.5,7.796057974316123,5000,2.0,0,7,2430,0,2430,5441,6
2,1.75,7.409136443920128,7500,1.0,0,7,1000,650,2530,9000,56
3,1.75,7.372118028337787,8285,1.0,0,8,1590,0,1970,8970,59
3,1.5,7.565793282428515,11092,1.0,0,7,1500,430,1230,10964,32
3,2.0,7.496097345175956,11419,1.0,0,8,1800,0,2220,11406,26
2,1.0,7.170888478512505,44431,1.0,0,6,1300,0,1470,14850,57
4,2.0,7.223295679562314,4000,2.0,0,9,1370,0,2010,5720,21
5,1.75,7.58629630715272,8925,1.0,0,7,1170,800,1910,8025,38
3,2.5,7.979681302387741,34527,1.0,4,9,1800,1120,2480,7933,32
3,1.0,7.645397699428633,4000,1.5,2,8,1890,200,2090,4000,84
5,3.25,7.867488568699128,3642,2.0,0,8,2080,530,1750,3118,10
2,1.5,7.359467638255621,3600,1.5,2,7,1320,250,2140,3600,109
5,3.25,8.27664912542186,12719,2.0,2,10,2540,1390,3600,15909,41
2,2.25,7.223295679562314,1248,2.0,0,7,1200,170,1800,3360,15
4,2.0,7.456454555176209,5500,1.0,0,7,1010,720,1080,4900,72
3,1.0,7.591357046698551,6450,1.0,0,6,1120,860,1180,5160,65
3,1.0,7.057036981697891,9750,1.0,0,7,1160,0,1160,10565,47
3,1.5,7.300472814267799,7117,1.0,0,7,1170,310,2230,14775,55
4,2.5,7.340186835320115,1870,2.0,0,8,1540,0,1540,1619,1
3,1.0,7.215975002651466,5967,1.0,0,6,1360,0,1360,6052,61
2,2.0,7.378383712996714,5969,1.0,0,7,800,800,1520,5969,65
5,3.25,8.30671904320269,35600,2.0,0,12,4050,0,4770,33880,25
4,2.5,7.897296472595885,6688,2.0,0,9,2689,0,2665,5700,9
4,2.75,7.840312983320164,7210,1.0,0,7,1600,940,1820,7766,36
3,1.75,7.340186835320115,8223,1.0,0,7,1070,470,1240,8113,28
4,2.0,7.630946580890459,3060,2.0,0,7,2060,0,1630,3766,47
1,1.0,6.133398042996649,4120,1.0,0,4,460,0,990,4120,78
4,1.75,7.621195162809845,6000,1.0,0,7,1020,1020,1440,6000,72
3,2.25,7.333676395657684,1396,2.0,0,8,1240,290,1690,2500,8
5,2.75,7.664346632098617,6222,1.0,0,7,1300,830,2130,6222,24
4,2.75,7.83241092718792,12500,2.0,0,8,1720,800,2520,13000,36
4,1.75,7.53955882930103,7632,1.0,0,7,1180,700,1840,8528,37
3,1.0,7.00397413672268,5700,1.0,0,7,1100,0,1560,6588,65
5,3.5,8.361941906144946,6530,2.0,3,10,4280,0,3960,6863,1
4,2.5,7.762596048540069,8182,2.0,0,8,2350,0,2330,7000,18
2,1.75,7.2868764117507,7926,1.0,0,7,1460,0,1680,8206,28
1,1.0,6.508769136971682,7957,1.0,0,6,670,0,1600,7957,37
3,1.0,7.2868764117507,10000,1.5,0,7,1460,0,1910,10000,13
4,3.25,7.955425088912672,4800,2.5,0,10,2700,150,2850,4800,110
5,2.75,8.033009498596668,5752,2.0,0,9,3080,0,3000,4650,1
3,2.75,7.81237820598861,3600,2.0,0,9,2470,0,2570,3600,8
4,1.0,7.415175109613295,10656,1.5,0,7,1180,480,1120,8816,95
3,1.75,7.390798521735676,37913,2.0,0,7,1620,0,2190,21518,40
3,1.0,6.825460036255307,6750,1.0,0,7,920,0,1460,8933,64
3,1.75,7.962415680121064,26500,1.5,1,8,2870,0,2420,20500,34
3,1.5,7.193685818395112,7600,1.0,0,7,1330,0,1500,7776,47
3,1.0,7.13966033596492,6000,1.0,0,6,1260,0,1520,6600,61
3,2.5,7.378383712996714,26977,2.0,0,8,1600,0,1790,27743,10
3,1.5,7.462214939768189,4200,1.5,0,7,1640,100,1660,3750,95
3,2.0,7.544861068658458,14040,2.0,0,7,1890,0,1890,14018,21
4,1.75,7.650168700845001,6480,1.0,0,7,1300,800,1840,7500,68
4,3.0,8.134760782418645,6541,2.0,2,9,2680,730,2300,6345,8
4,3.5,7.80016307039296,3012,3.0,1,8,2440,0,1860,4650,10
4,2.25,8.092851027538384,15760,1.0,0,10,2000,1270,4100,15760,41
4,2.5,7.484930283289661,3600,2.0,0,7,1780,0,2020,3802,9
3,1.0,6.966967138613983,6000,1.0,0,8,1060,0,1240,7874,61
3,2.0,7.8636512654486515,6600,2.0,4,10,1930,670,2670,6270,1
4,2.75,8.253488028345904,10004,1.0,2,9,2110,1730,3500,12118,52
4,2.25,7.664346632098617,8499,1.0,0,7,1600,530,1890,11368,40
3,2.5,7.421177528595393,4220,2.0,0,7,1670,0,1670,4238,13
2,1.0,7.123672785204607,5000,1.0,0,7,1000,240,1480,3500,95
3,1.75,7.244941546337007,3825,1.5,0,6,1100,300,1720,5100,111
3,2.25,7.5126175446745105,8831,1.0,0,7,1460,370,2330,8064,36
2,2.75,7.00397413672268,1088,2.0,0,7,750,350,2090,4125,9
3,2.75,7.555381944240273,7280,1.0,0,7,1160,750,1710,8152,36
4,2.5,7.438971592395862,6380,1.0,0,7,850,850,1380,6380,75
3,3.25,8.57376254290413,224442,2.0,0,11,4540,750,3750,84936,27
3,2.5,7.365812837209472,1487,3.0,1,9,1580,0,1610,1297,6
3,1.0,7.1785454837637,5000,1.5,0,7,1310,0,1530,4800,109
3,1.5,7.131698510466912,4000,1.0,0,7,1250,0,1030,4000,60
4,2.5,7.8826922062890254,6000,2.0,0,9,2650,0,2630,6381,15
3,3.0,7.13966033596492,1634,3.0,0,8,1260,0,1260,1135,17
2,1.0,6.966967138613983,4000,1.0,0,7,1060,0,1770,4000,105
3,1.5,7.650168700845001,67269,1.0,0,7,1220,880,1610,15999,66
3,2.0,7.208600337960199,7686,1.0,0,7,1350,0,1470,7686,26
5,1.0,7.534228326274089,7800,1.0,0,7,1580,290,1740,7808,53
3,2.5,7.244941546337007,2036,2.0,0,7,1400,0,1500,2036,12
3,2.0,7.252053951852814,2700,2.0,0,7,1410,0,1750,4000,113
2,1.0,6.734591659972948,7414,1.0,0,6,840,0,1740,9784,87
4,2.5,7.890956716138919,4297,2.0,0,8,2020,652,1720,6120,10
3,2.5,7.65491704784832,9773,1.0,0,9,2110,0,2560,11787,29
3,1.0,6.976348070447749,8179,1.0,0,6,1070,0,1050,8177,66
4,1.75,7.403061091090091,1480,1.0,0,7,820,820,1420,2342,103
3,1.0,6.7580945044277305,6664,1.0,0,6,860,0,1150,6857,71
3,2.0,7.496097345175956,5000,1.0,0,7,1080,720,1800,5000,73
3,1.75,7.00397413672268,10968,1.0,0,7,1100,0,1400,7799,31
3,1.75,7.346655163176539,4057,1.0,0,6,830,720,1100,4116,70
5,1.75,7.951911381854188,10220,1.0,0,7,2210,630,2000,9750,61
4,2.75,7.808323050391055,8643,2.0,0,9,2460,0,3110,8626,4
3,2.0,7.565793282428515,15540,1.0,0,8,1260,670,1900,12123,57
4,1.5,7.223295679562314,7904,1.0,0,7,900,470,1370,7900,45
3,2.25,7.368339686311381,2800,2.0,0,7,1584,0,1584,2800,3
4,2.0,7.7057128238944275,3760,1.5,0,7,1370,850,1620,3760,86
4,2.5,8.188966863648876,21794,2.0,0,11,3600,0,3410,19864,25
5,1.75,7.828436359157585,6000,1.5,0,8,2010,500,2240,5000,95
3,2.25,7.848153086199526,41346,2.0,0,10,2560,0,3040,35395,29
4,2.5,7.81237820598861,5044,2.0,0,9,2470,0,2790,5583,10
2,1.0,7.147559271189454,1399,3.0,0,7,1270,0,1140,1442,15
3,1.75,7.307202314764738,9844,1.0,0,7,1190,300,1840,10150,56
5,4.75,8.732465848349879,13873,2.0,4,11,4440,1760,2940,13525,26
1,1.0,6.594413459749778,5005,1.0,0,5,730,0,1630,5667,70
3,1.75,7.467942332285852,9623,1.0,0,7,1150,600,1820,9623,53
3,1.0,7.115582126184454,9720,1.0,0,7,1230,0,1230,9720,46
3,3.0,7.72356247227797,2400,2.0,0,7,2260,0,1320,2790,43
2,1.0,7.090909822079984,8750,1.0,0,6,1200,0,1100,8408,67
3,2.0,7.591357046698551,12150,1.0,0,9,1980,0,2200,12150,21
3,2.0,7.266128779556451,7280,1.0,0,7,990,440,1430,7280,35
3,2.5,7.372118028337787,3121,2.0,0,7,1590,0,1090,4900,21
3,1.5,6.90875477931522,13991,1.0,0,7,1000,0,1520,11465,59
3,1.5,7.333676395657684,7500,1.5,0,7,1530,0,2080,11250,29
3,2.25,7.438971592395862,8100,1.0,0,7,1200,500,1700,8100,35
3,1.75,7.496097345175956,16026,1.0,0,8,1390,410,2210,13959,43
4,2.5,7.9865049385539955,7590,2.0,0,9,2940,0,2550,8360,24
4,2.5,8.227108234348146,8700,1.0,0,10,2260,1480,2650,6333,11
5,4.5,8.361941906144946,8465,2.0,0,10,4280,0,2990,11067,1
3,2.5,7.409136443920128,3711,2.0,0,8,1650,0,1760,3762,19
3,2.25,7.403061091090091,3896,2.0,0,8,1640,0,1780,3999,21
2,1.0,6.68586094706836,8960,1.0,0,6,800,0,850,8082,71
3,2.25,7.5126175446745105,11331,1.0,0,7,1250,580,2240,16433,50
3,1.0,7.170888478512505,14138,1.0,0,7,1300,0,2440,12196,72
3,2.25,7.155396301896734,959,3.0,0,8,1280,0,1130,1126,10
3,1.75,7.32052696227274,8400,1.0,0,7,980,530,1500,10125,36
4,1.75,7.886457270977689,11315,2.0,0,8,2660,0,1980,11315,32
3,2.25,7.403061091090091,11050,1.0,0,8,1640,0,1870,11050,43
4,2.75,7.844240718141811,8632,1.0,0,8,1700,850,2550,9534,43
2,1.0,6.814542897259958,9000,1.0,0,6,910,0,1410,9440,32
4,3.25,8.912069097970134,167869,2.0,3,12,7420,0,5610,169549,13
2,0.75,6.478509642208569,5360,1.0,0,5,650,0,1110,6700,84
2,1.0,6.947937068614969,7200,1.0,0,6,1040,0,1640,7200,60
4,1.0,7.682943169878292,12100,1.0,0,7,2170,0,1270,12844,54
3,1.0,7.090909822079984,9800,1.0,0,7,1200,0,1220,10220,44
4,3.5,8.163656176168432,6005,2.0,0,8,2750,760,3090,5866,5
2,3.0,7.359467638255621,1281,3.0,0,8,1570,0,1570,2500,1
5,3.25,8.131824785007195,4499,2.0,0,8,2740,660,3400,6163,10
3,2.75,7.9483852851118995,505166,1.0,3,8,1830,1000,2120,21988,53
7,5.75,8.216358332386156,7647,2.0,1,8,3700,0,2510,7479,31
3,1.75,7.00397413672268,10125,1.0,0,7,1100,0,1520,10125,46
4,2.25,7.550135342488429,9600,1.0,0,7,1900,0,2040,9600,48
3,2.25,7.965892735084528,7200,1.0,0,8,1710,1170,1880,10200,45
3,1.75,7.107425474110705,8817,1.0,0,7,1220,0,2000,8028,37
3,1.75,7.490529402060711,5120,1.0,0,6,940,850,1160,5120,66
2,2.0,7.353081920515432,4675,1.0,0,8,1560,0,1870,6361,9
3,2.25,7.83241092718792,7975,2.0,0,9,1550,970,2520,9900,25
2,0.75,6.928537818164665,1076,2.0,0,7,1020,0,1020,1357,7
4,3.75,8.177796683277778,13959,2.0,0,9,3560,0,3320,11834,43
4,2.75,7.791935956938058,8438,2.0,0,8,2420,0,2420,8580,19
4,4.0,7.955425088912672,2970,2.0,0,8,2120,730,2380,3559,16
4,3.25,8.18060094759445,14408,2.0,2,10,3570,0,4100,14577,9
4,1.75,7.518064181233078,9250,1.0,0,7,980,860,1520,9250,59
4,1.5,7.611347717403621,7560,1.0,0,7,2020,0,1410,8080,55
4,1.75,7.8636512654486515,41041,1.5,0,8,2600,0,2750,37318,50
4,1.75,7.83241092718792,15205,1.0,0,7,2040,480,1680,10000,61
4,1.5,7.327123292259293,8800,1.0,0,7,1520,0,1370,8800,55
3,1.75,7.384610383176974,11950,1.0,2,7,1210,400,1610,9363,31
4,2.5,8.052296499538647,14421,2.0,0,10,3140,0,3140,17417,21
4,2.5,7.796057974316123,6325,2.0,0,8,2020,410,2340,4375,96
4,2.5,7.556427969440253,5000,2.0,0,8,1912,0,2020,5000,3
4,1.75,7.5126175446745105,5375,1.0,0,7,1060,770,1040,7500,53
3,2.0,7.057036981697891,10079,1.0,0,7,1160,0,1130,10087,29
5,2.0,7.754052639035757,10750,1.0,0,7,1190,1140,1830,10180,53
4,3.0,7.518064181233078,7510,2.0,0,8,1840,0,1650,7957,2
2,2.5,7.754052639035757,3000,2.0,3,8,2330,0,1760,4000,21
4,3.25,7.875119281040293,7770,2.0,0,9,2630,0,1370,7770,1
4,2.75,7.976251943745623,16362,1.0,2,9,2120,790,2850,14904,46
3,2.5,7.8655717576847906,2216,2.0,2,9,2090,515,2605,1979,36
3,1.0,6.966967138613983,4650,1.0,0,7,910,150,1480,4750,65
5,2.5,7.844240718141811,20875,1.0,0,9,1610,940,2510,21673,62
4,3.0,7.710205194432532,108900,1.0,0,7,1410,820,1960,65340,37
6,2.5,7.893945138235959,11250,1.0,0,7,1340,1340,2200,9875,48
5,1.0,7.816416983691801,4400,1.5,0,7,1640,840,1940,4400,96
2,2.0,7.421177528595393,7772,1.0,0,6,860,810,1300,7770,96
3,2.5,7.844240718141811,6240,1.0,3,8,1750,800,2180,5200,58
3,1.75,7.223295679562314,10780,1.0,0,7,1370,0,1370,10317,56
4,3.0,8.361941906144946,18834,1.0,4,11,2180,2100,2490,8858,44
4,2.5,8.086717920303906,13360,2.0,0,9,3250,0,2612,14448,1
5,3.25,8.227108234348146,11536,2.0,0,9,2540,1200,2920,11258,31
2,1.0,7.155396301896734,4840,1.0,0,7,1200,80,1860,5500,107
3,2.5,7.565793282428515,6604,2.0,0,7,1930,0,910,6604,1
3,2.5,7.215975002651466,5754,2.0,0,7,1360,0,1360,7050,21
2,1.0,6.898714534329988,4313,1.5,2,6,990,0,1480,5750,98
4,1.0,7.427144133408616,4087,1.5,0,7,1680,0,1740,3745,104
3,2.5,7.591357046698551,39932,2.0,0,8,1980,0,2610,12769,21
3,2.25,7.844240718141811,8588,1.0,4,9,2550,0,3050,8588,26
3,2.5,7.886457270977689,10637,2.0,0,9,2660,0,2590,8637,24
3,1.0,6.8679744089702925,7314,1.0,0,6,960,0,990,7314,55
5,2.0,7.507141079727608,5054,1.0,0,7,910,910,1180,5628,45
3,1.75,7.85979918056211,8384,1.0,0,8,1590,1000,2590,8800,44
4,2.0,7.621195162809845,5050,1.0,0,7,1160,880,2040,5050,78
3,2.5,7.616283561580385,1160,3.0,0,9,1970,60,1950,1160,8
3,2.25,7.669028288589683,3000,2.0,0,9,2140,0,1430,4712,9
3,2.25,7.621195162809845,18360,2.0,0,8,2040,0,2590,21315,32
3,3.5,7.905072849498666,3290,2.0,0,8,1650,1060,2440,3290,9
5,2.0,7.72356247227797,12500,1.0,0,8,1130,1130,1360,18000,55
4,2.5,7.621195162809845,6685,2.0,0,8,2040,0,1890,8253,17
3,3.5,7.875119281040293,4713,2.0,2,9,2030,600,2450,4187,7
4,2.75,7.741099090035366,3175,1.5,0,6,1340,960,1260,3175,49
3,2.0,6.994849985833071,8400,1.0,0,6,1090,0,1100,10850,54
3,3.25,8.083637203141548,8338,2.0,0,9,3240,0,3420,8405,14
4,3.0,7.581209826196346,5160,1.0,0,7,1170,790,1960,5160,14
3,2.0,7.7057128238944275,94300,1.0,0,7,1640,580,2070,80100,39
3,1.5,7.438971592395862,8067,1.0,0,7,1250,450,1340,7869,59
6,4.5,8.128880142125638,7200,2.0,0,8,2440,950,2040,7214,8
4,2.75,7.75833346749091,11034,1.0,0,8,1720,620,2370,11941,48
4,2.0,7.507141079727608,9350,1.0,0,8,1820,0,2260,9299,48
3,2.5,7.544861068658458,4808,2.0,0,8,1890,0,2460,5348,15
3,1.75,7.266128779556451,8400,1.0,0,7,1430,0,1570,7800,54
4,2.0,7.645397699428633,6630,1.0,0,7,1070,1020,1550,7980,41
3,1.75,7.640603826393634,7700,1.0,0,7,1600,480,1680,7700,47
3,1.75,7.467942332285852,11461,2.0,0,7,1750,0,2140,11276,39
3,2.25,7.467942332285852,12408,1.0,0,7,1150,600,1820,12977,53
2,2.5,7.385230923066573,2210,2.0,2,10,1611,0,2070,2182,10
3,3.0,7.75833346749091,5002,2.0,0,8,2340,0,2790,5375,2
4,3.5,8.58876938990546,323215,2.0,0,10,5370,0,3780,9891,13
4,2.5,8.258681496264236,10361,2.0,2,10,2940,920,3720,13155,30
4,2.5,7.840312983320164,38677,2.0,0,9,2540,0,2560,36280,28
4,3.25,7.897668150726906,7200,2.0,3,9,1720,970,2400,8845,37
1,0.75,6.154858094016418,15000,1.0,0,4,470,0,1730,22500,68
4,2.5,7.645397699428633,4400,2.0,0,8,2090,0,2090,3430,4
3,2.0,7.252053951852814,7265,1.0,0,7,1410,0,1390,8060,32
3,1.75,7.215975002651466,10742,1.0,0,7,960,400,1830,9000,44
4,2.5,8.172164452111904,18168,2.0,0,10,3540,0,4130,11180,19
3,1.0,6.957497370876951,8498,1.0,0,7,1050,0,1340,8498,57
1,1.0,6.803505257608338,6380,1.0,0,6,900,0,1830,6380,68
3,3.5,8.352554369474591,21578,2.0,0,10,3500,740,3120,16440,21
4,2.5,7.5126175446745105,5331,2.0,0,7,1830,0,1830,5175,13
4,3.25,8.221747728346623,6765,2.0,0,9,3720,0,3100,6790,3
